cement,blast_furnace_slag,fly_ash,water,superplasticizer,coarse_aggregate,fine_aggregate,age,strength,cement_to_water_ratio,fine_aggregate_to_water_ratio,coarse_aggregate_to_water_ratio
475.0,0.0,0.0,228.0,0.0,932.0,594.0,270.0,42.131120456,2.0833333333333335,2.6052631578947367,4.087719298245614
190.0,190.0,0.0,228.0,0.0,932.0,670.0,365.0,53.692254024,0.8333333333333334,2.93859649122807,4.087719298245614
237.5,237.5,0.0,228.0,0.0,932.0,594.0,270.0,38.407950056,1.0416666666666667,2.6052631578947367,4.087719298245614
237.5,237.5,0.0,228.0,0.0,932.0,594.0,28.0,30.079769452,1.0416666666666667,2.6052631578947367,4.087719298245614
332.5,142.5,0.0,228.0,0.0,932.0,594.0,90.0,37.721921436,1.4583333333333333,2.6052631578947367,4.087719298245614
475.0,0.0,0.0,228.0,0.0,932.0,594.0,90.0,42.229026048,2.0833333333333335,2.6052631578947367,4.087719298245614
237.5,237.5,0.0,228.0,0.0,932.0,594.0,180.0,36.251958604,1.0416666666666667,2.6052631578947367,4.087719298245614
342.0,38.0,0.0,228.0,0.0,932.0,670.0,90.0,50.45930106,1.5,2.93859649122807,4.087719298245614
427.5,47.5,0.0,228.0,0.0,932.0,594.0,365.0,43.698299404,1.875,2.6052631578947367,4.087719298245614
237.5,237.5,0.0,228.0,0.0,932.0,594.0,365.0,38.995383608,1.0416666666666667,2.6052631578947367,4.087719298245614
380.0,0.0,0.0,228.0,0.0,932.0,670.0,180.0,53.104130996,1.6666666666666667,2.93859649122807,4.087719298245614
427.5,47.5,0.0,228.0,0.0,932.0,594.0,90.0,41.542997428,1.875,2.6052631578947367,4.087719298245614
427.5,47.5,0.0,228.0,0.0,932.0,594.0,7.0,35.076402024,1.875,2.6052631578947367,4.087719298245614
349.0,0.0,0.0,192.0,0.0,1047.0,806.9,3.0,15.049192652,1.8177083333333333,4.202604166666666,5.453125
380.0,95.0,0.0,228.0,0.0,932.0,594.0,180.0,40.759063216,1.6666666666666667,2.6052631578947367,4.087719298245614
237.5,237.5,0.0,228.0,0.0,932.0,594.0,7.0,26.258003984,1.0416666666666667,2.6052631578947367,4.087719298245614
380.0,95.0,0.0,228.0,0.0,932.0,594.0,7.0,32.823194456,1.6666666666666667,2.6052631578947367,4.087719298245614
332.5,142.5,0.0,228.0,0.0,932.0,594.0,180.0,39.77931782,1.4583333333333333,2.6052631578947367,4.087719298245614
190.0,190.0,0.0,228.0,0.0,932.0,670.0,180.0,46.931941844,0.8333333333333334,2.93859649122807,4.087719298245614
237.5,237.5,0.0,228.0,0.0,932.0,594.0,90.0,33.116911232,1.0416666666666667,2.6052631578947367,4.087719298245614
304.0,76.0,0.0,228.0,0.0,932.0,670.0,90.0,49.185149412,1.3333333333333333,2.93859649122807,4.087719298245614
139.6,209.4,0.0,192.0,0.0,1047.0,806.9,7.0,14.58931216,0.7270833333333333,4.202604166666666,5.453125
198.6,132.4,0.0,192.0,0.0,978.4,825.5,7.0,14.638264956,1.034375,4.299479166666667,5.095833333333333
475.0,0.0,0.0,228.0,0.0,932.0,594.0,365.0,41.934619796,2.0833333333333335,2.6052631578947367,4.087719298245614
198.6,132.4,0.0,192.0,0.0,978.4,825.5,3.0,9.131420144,1.034375,4.299479166666667,5.095833333333333
304.0,76.0,0.0,228.0,0.0,932.0,670.0,180.0,50.94882902,1.3333333333333333,2.93859649122807,4.087719298245614
332.5,142.5,0.0,228.0,0.0,932.0,594.0,28.0,33.01900564,1.4583333333333333,2.6052631578947367,4.087719298245614
304.0,76.0,0.0,228.0,0.0,932.0,670.0,270.0,54.378282644,1.3333333333333333,2.93859649122807,4.087719298245614
266.0,114.0,0.0,228.0,0.0,932.0,670.0,270.0,51.732763232,1.1666666666666667,2.93859649122807,4.087719298245614
310.0,0.0,0.0,192.0,0.0,971.0,850.6,3.0,9.86640156,1.6145833333333333,4.430208333333334,5.057291666666667
190.0,190.0,0.0,228.0,0.0,932.0,670.0,270.0,50.655112244,0.8333333333333334,2.93859649122807,4.087719298245614
266.0,114.0,0.0,228.0,0.0,932.0,670.0,180.0,48.695621452,1.1666666666666667,2.93859649122807,4.087719298245614
342.0,38.0,0.0,228.0,0.0,932.0,670.0,270.0,55.064311264,1.5,2.93859649122807,4.087719298245614
139.6,209.4,0.0,192.0,0.0,1047.0,806.9,360.0,44.698039604,0.7270833333333333,4.202604166666666,5.453125
332.5,142.5,0.0,228.0,0.0,932.0,594.0,7.0,30.275580636,1.4583333333333333,2.6052631578947367,4.087719298245614
190.0,190.0,0.0,228.0,0.0,932.0,670.0,28.0,40.856968808,0.8333333333333334,2.93859649122807,4.087719298245614
485.0,0.0,0.0,146.0,0.0,1120.0,800.0,28.0,71.98818916,3.3219178082191783,5.47945205479452,7.671232876712328
374.0,189.2,0.0,170.1,10.1,926.1,756.7,3.0,34.39795764,2.1987066431510875,4.4485596707818935,5.444444444444445
313.3,262.2,0.0,175.5,8.6,1046.9,611.8,3.0,28.79941252,1.7851851851851852,3.486039886039886,5.965242165242166
425.0,106.3,0.0,153.5,16.5,852.1,887.1,3.0,33.39821744,2.768729641693811,5.779153094462541,5.55114006514658
425.0,106.3,0.0,151.4,18.6,936.0,803.7,3.0,36.3009114,2.807133421400264,5.308454425363276,6.18229854689564
375.0,93.8,0.0,126.6,23.4,852.1,992.6,3.0,28.99936056,2.962085308056872,7.840442338072671,6.730647709320696
475.0,118.8,0.0,181.1,8.9,852.1,781.5,3.0,37.79707432,2.622860298177802,4.315295416896742,4.7051352843732746
469.0,117.2,0.0,137.8,32.2,852.1,840.5,3.0,40.1964508,3.4034833091436862,6.099419448476052,6.183599419448476
425.0,106.3,0.0,153.5,16.5,852.1,887.1,3.0,33.39821744,2.768729641693811,5.779153094462541,5.55114006514658
388.6,97.1,0.0,157.9,12.1,852.1,925.7,3.0,28.096147,2.461051298290057,5.8625712476250795,5.396453451551615
531.3,0.0,0.0,141.8,28.2,852.1,893.7,3.0,41.2996124,3.7468265162200276,6.302538787023977,6.0091678420310295
425.0,106.3,0.0,153.5,16.5,852.1,887.1,3.0,33.39821744,2.768729641693811,5.779153094462541,5.55114006514658
318.8,212.5,0.0,155.7,14.3,852.1,880.4,3.0,25.2003478,2.0475272960822095,5.654463712267181,5.472703917790623
401.8,94.7,0.0,147.4,11.4,946.8,852.1,3.0,41.09966436,2.7259158751696067,5.780868385345997,6.423337856173677
362.6,189.0,0.0,164.9,11.6,944.7,755.8,3.0,35.3011712,2.198908429351122,4.583383869011522,5.72892662219527
323.7,282.8,0.0,183.8,10.3,942.7,659.9,3.0,28.29609504,1.7611534276387375,3.59031556039173,5.1289445048966265
379.5,151.2,0.0,153.9,15.9,1134.3,605.0,3.0,28.59946448,2.46588693957115,3.9311241065627027,7.37037037037037
362.6,189.0,0.0,164.9,11.6,944.7,755.8,3.0,35.3011712,2.198908429351122,4.583383869011522,5.72892662219527
286.3,200.9,0.0,144.7,11.2,1004.6,803.7,3.0,24.40055564,1.978576364892882,5.554250172771251,6.942639944713201
362.6,189.0,0.0,164.9,11.6,944.7,755.8,3.0,35.3011712,2.198908429351122,4.583383869011522,5.72892662219527
439.0,177.0,0.0,186.0,11.1,884.9,707.9,3.0,39.300132,2.360215053763441,3.8059139784946234,4.75752688172043
389.9,189.0,0.0,145.9,22.0,944.7,755.8,3.0,40.59634688,2.6723783413296776,5.1802604523646325,6.474982864976011
362.6,189.0,0.0,164.9,11.6,944.7,755.8,3.0,35.3011712,2.198908429351122,4.583383869011522,5.72892662219527
337.9,189.0,0.0,174.9,9.5,944.7,755.8,3.0,24.0971862,1.9319611206403657,4.321326472269868,5.4013722126929675
374.0,189.2,0.0,170.1,10.1,926.1,756.7,7.0,46.20178676,2.1987066431510875,4.4485596707818935,5.444444444444445
313.3,262.2,0.0,175.5,8.6,1046.9,611.8,7.0,42.79577532,1.7851851851851852,3.486039886039886,5.965242165242166
425.0,106.3,0.0,153.5,16.5,852.1,887.1,7.0,49.20100736,2.768729641693811,5.779153094462541,5.55114006514658
425.0,106.3,0.0,151.4,18.6,936.0,803.7,7.0,46.80163088,2.807133421400264,5.308454425363276,6.18229854689564
375.0,93.8,0.0,126.6,23.4,852.1,992.6,7.0,45.69846928,2.962085308056872,7.840442338072671,6.730647709320696
475.0,118.8,0.0,181.1,8.9,852.1,781.5,7.0,55.59934464,2.622860298177802,4.315295416896742,4.7051352843732746
469.0,117.2,0.0,137.8,32.2,852.1,840.5,7.0,54.89607912,3.4034833091436862,6.099419448476052,6.183599419448476
425.0,106.3,0.0,153.5,16.5,852.1,887.1,7.0,49.20100736,2.768729641693811,5.779153094462541,5.55114006514658
388.6,97.1,0.0,157.9,12.1,852.1,925.7,7.0,34.90127512,2.461051298290057,5.8625712476250795,5.396453451551615
531.3,0.0,0.0,141.8,28.2,852.1,893.7,7.0,46.89815752,3.7468265162200276,6.302538787023977,6.0091678420310295
425.0,106.3,0.0,153.5,16.5,852.1,887.1,7.0,49.20100736,2.768729641693811,5.779153094462541,5.55114006514658
318.8,212.5,0.0,155.7,14.3,852.1,880.4,7.0,33.39821744,2.0475272960822095,5.654463712267181,5.472703917790623
401.8,94.7,0.0,147.4,11.4,946.8,852.1,7.0,54.09628696,2.7259158751696067,5.780868385345997,6.423337856173677
362.6,189.0,0.0,164.9,11.6,944.7,755.8,7.0,55.89581932,2.198908429351122,4.583383869011522,5.72892662219527
323.7,282.8,0.0,183.8,10.3,942.7,659.9,7.0,49.80085148,1.7611534276387375,3.59031556039173,5.1289445048966265
379.5,151.2,0.0,153.9,15.9,1134.3,605.0,7.0,47.09810556,2.46588693957115,3.9311241065627027,7.37037037037037
362.6,189.0,0.0,164.9,11.6,944.7,755.8,7.0,55.89581932,2.198908429351122,4.583383869011522,5.72892662219527
286.3,200.9,0.0,144.7,11.2,1004.6,803.7,7.0,37.99702236,1.978576364892882,5.554250172771251,6.942639944713201
362.6,189.0,0.0,164.9,11.6,944.7,755.8,7.0,55.89581932,2.198908429351122,4.583383869011522,5.72892662219527
439.0,177.0,0.0,186.0,11.1,884.9,707.9,7.0,56.09576736,2.360215053763441,3.8059139784946234,4.75752688172043
389.9,189.0,0.0,145.9,22.0,944.7,755.8,7.0,59.09498796,2.6723783413296776,5.1802604523646325,6.474982864976011
362.6,189.0,0.0,164.9,11.6,944.7,755.8,7.0,22.89749796,2.198908429351122,4.583383869011522,5.72892662219527
337.9,189.0,0.0,174.9,9.5,944.7,755.8,7.0,35.10122316,1.9319611206403657,4.321326472269868,5.4013722126929675
374.0,189.2,0.0,170.1,10.1,926.1,756.7,28.0,61.09446836,2.1987066431510875,4.4485596707818935,5.444444444444445
313.3,262.2,0.0,175.5,8.6,1046.9,611.8,28.0,59.79825348,1.7851851851851852,3.486039886039886,5.965242165242166
425.0,106.3,0.0,153.5,16.5,852.1,887.1,28.0,60.2946762,2.768729641693811,5.779153094462541,5.55114006514658
425.0,106.3,0.0,151.4,18.6,936.0,803.7,28.0,61.79773388,2.807133421400264,5.308454425363276,6.18229854689564
375.0,93.8,0.0,126.6,23.4,852.1,992.6,28.0,56.69561148,2.962085308056872,7.840442338072671,6.730647709320696
475.0,118.8,0.0,181.1,8.9,852.1,781.5,28.0,68.29949256,2.622860298177802,4.315295416896742,4.7051352843732746
469.0,117.2,0.0,137.8,32.2,852.1,840.5,28.0,66.89985628,3.4034833091436862,6.099419448476052,6.183599419448476
425.0,106.3,0.0,153.5,16.5,852.1,887.1,28.0,60.2946762,2.768729641693811,5.779153094462541,5.55114006514658
388.6,97.1,0.0,157.9,12.1,852.1,925.7,28.0,50.69717028,2.461051298290057,5.8625712476250795,5.396453451551615
531.3,0.0,0.0,141.8,28.2,852.1,893.7,28.0,56.3991368,3.7468265162200276,6.302538787023977,6.0091678420310295
425.0,106.3,0.0,153.5,16.5,852.1,887.1,28.0,60.2946762,2.768729641693811,5.779153094462541,5.55114006514658
318.8,212.5,0.0,155.7,14.3,852.1,880.4,28.0,55.49592324,2.0475272960822095,5.654463712267181,5.472703917790623
401.8,94.7,0.0,147.4,11.4,946.8,852.1,28.0,68.4994406,2.7259158751696067,5.780868385345997,6.423337856173677
362.6,189.0,0.0,164.9,11.6,944.7,755.8,28.0,71.29871316,2.198908429351122,4.583383869011522,5.72892662219527
323.7,282.8,0.0,183.8,10.3,942.7,659.9,28.0,74.69782984,1.7611534276387375,3.59031556039173,5.1289445048966265
379.5,151.2,0.0,153.9,15.9,1134.3,605.0,28.0,52.20022796,2.46588693957115,3.9311241065627027,7.37037037037037
362.6,189.0,0.0,164.9,11.6,944.7,755.8,28.0,71.29871316,2.198908429351122,4.583383869011522,5.72892662219527
286.3,200.9,0.0,144.7,11.2,1004.6,803.7,28.0,67.69964844,1.978576364892882,5.554250172771251,6.942639944713201
362.6,189.0,0.0,164.9,11.6,944.7,755.8,28.0,71.29871316,2.198908429351122,4.583383869011522,5.72892662219527
439.0,177.0,0.0,186.0,11.1,884.9,707.9,28.0,65.99664272,2.360215053763441,3.8059139784946234,4.75752688172043
389.9,189.0,0.0,145.9,22.0,944.7,755.8,28.0,74.4978818,2.6723783413296776,5.1802604523646325,6.474982864976011
362.6,189.0,0.0,164.9,11.6,944.7,755.8,28.0,71.29871316,2.198908429351122,4.583383869011522,5.72892662219527
337.9,189.0,0.0,174.9,9.5,944.7,755.8,28.0,49.89737812,1.9319611206403657,4.321326472269868,5.4013722126929675
374.0,189.2,0.0,170.1,10.1,926.1,756.7,56.0,63.3973182,2.1987066431510875,4.4485596707818935,5.444444444444445
313.3,262.2,0.0,175.5,8.6,1046.9,611.8,56.0,64.90037588,1.7851851851851852,3.486039886039886,5.965242165242166
425.0,106.3,0.0,153.5,16.5,852.1,887.1,56.0,64.30053176,2.768729641693811,5.779153094462541,5.55114006514658
425.0,106.3,0.0,151.4,18.6,936.0,803.7,56.0,64.90037588,2.807133421400264,5.308454425363276,6.18229854689564
375.0,93.8,0.0,126.6,23.4,852.1,992.6,56.0,60.19814956,2.962085308056872,7.840442338072671,6.730647709320696
475.0,118.8,0.0,181.1,8.9,852.1,781.5,56.0,72.29845336,2.622860298177802,4.315295416896742,4.7051352843732746
469.0,117.2,0.0,137.8,32.2,852.1,840.5,56.0,69.29923276,3.4034833091436862,6.099419448476052,6.183599419448476
425.0,106.3,0.0,153.5,16.5,852.1,887.1,56.0,64.30053176,2.768729641693811,5.779153094462541,5.55114006514658
388.6,97.1,0.0,157.9,12.1,852.1,925.7,56.0,55.19944856,2.461051298290057,5.8625712476250795,5.396453451551615
531.3,0.0,0.0,141.8,28.2,852.1,893.7,56.0,58.79851328,3.7468265162200276,6.302538787023977,6.0091678420310295
425.0,106.3,0.0,153.5,16.5,852.1,887.1,56.0,64.30053176,2.768729641693811,5.779153094462541,5.55114006514658
318.8,212.5,0.0,155.7,14.3,852.1,880.4,56.0,66.10006412,2.0475272960822095,5.654463712267181,5.472703917790623
401.8,94.7,0.0,147.4,11.4,946.8,852.1,56.0,73.69808964,2.7259158751696067,5.780868385345997,6.423337856173677
362.6,189.0,0.0,164.9,11.6,944.7,755.8,56.0,77.29715436,2.198908429351122,4.583383869011522,5.72892662219527
323.7,282.8,0.0,183.8,10.3,942.7,659.9,56.0,80.19984832,1.7611534276387375,3.59031556039173,5.1289445048966265
379.5,151.2,0.0,153.9,15.9,1134.3,605.0,56.0,54.89607912,2.46588693957115,3.9311241065627027,7.37037037037037
362.6,189.0,0.0,164.9,11.6,944.7,755.8,56.0,77.29715436,2.198908429351122,4.583383869011522,5.72892662219527
286.3,200.9,0.0,144.7,11.2,1004.6,803.7,56.0,72.99482412,1.978576364892882,5.554250172771251,6.942639944713201
362.6,189.0,0.0,164.9,11.6,944.7,755.8,56.0,77.29715436,2.198908429351122,4.583383869011522,5.72892662219527
439.0,177.0,0.0,186.0,11.1,884.9,707.9,56.0,71.69860924,2.360215053763441,3.8059139784946234,4.75752688172043
389.9,189.0,0.0,145.9,22.0,944.7,755.8,56.0,79.40005616,2.6723783413296776,5.1802604523646325,6.474982864976011
362.6,189.0,0.0,164.9,11.6,944.7,755.8,56.0,77.29715436,2.198908429351122,4.583383869011522,5.72892662219527
337.9,189.0,0.0,174.9,9.5,944.7,755.8,56.0,59.89478012,1.9319611206403657,4.321326472269868,5.4013722126929675
374.0,189.2,0.0,170.1,10.1,926.1,756.7,91.0,64.90037588,2.1987066431510875,4.4485596707818935,5.444444444444445
313.3,262.2,0.0,175.5,8.6,1046.9,611.8,91.0,66.59648684,1.7851851851851852,3.486039886039886,5.965242165242166
425.0,106.3,0.0,153.5,16.5,852.1,887.1,91.0,65.19685056,2.768729641693811,5.779153094462541,5.55114006514658
425.0,106.3,0.0,151.4,18.6,936.0,803.7,91.0,66.69990824,2.807133421400264,5.308454425363276,6.18229854689564
375.0,93.8,0.0,126.6,23.4,852.1,992.6,91.0,62.5009994,2.962085308056872,7.840442338072671,6.730647709320696
475.0,118.8,0.0,181.1,8.9,852.1,781.5,91.0,74.19451236,2.622860298177802,4.315295416896742,4.7051352843732746
469.0,117.2,0.0,137.8,32.2,852.1,840.5,91.0,70.69886904,3.4034833091436862,6.099419448476052,6.183599419448476
425.0,106.3,0.0,153.5,16.5,852.1,887.1,91.0,65.19685056,2.768729641693811,5.779153094462541,5.55114006514658
388.6,97.1,0.0,157.9,12.1,852.1,925.7,91.0,57.59882504,2.461051298290057,5.8625712476250795,5.396453451551615
531.3,0.0,0.0,141.8,28.2,852.1,893.7,91.0,59.19840936,3.7468265162200276,6.302538787023977,6.0091678420310295
425.0,106.3,0.0,153.5,16.5,852.1,887.1,91.0,65.19685056,2.768729641693811,5.779153094462541,5.55114006514658
318.8,212.5,0.0,155.7,14.3,852.1,880.4,91.0,68.09954452,2.0475272960822095,5.654463712267181,5.472703917790623
401.8,94.7,0.0,147.4,11.4,946.8,852.1,91.0,75.497622,2.7259158751696067,5.780868385345997,6.423337856173677
362.6,189.0,0.0,164.9,11.6,944.7,755.8,91.0,79.29663476,2.198908429351122,4.583383869011522,5.72892662219527
379.5,151.2,0.0,153.9,15.9,1134.3,605.0,91.0,56.49566344,2.46588693957115,3.9311241065627027,7.37037037037037
362.6,189.0,0.0,164.9,11.6,944.7,755.8,91.0,79.29663476,2.198908429351122,4.583383869011522,5.72892662219527
286.3,200.9,0.0,144.7,11.2,1004.6,803.7,91.0,76.80073164,1.978576364892882,5.554250172771251,6.942639944713201
362.6,189.0,0.0,164.9,11.6,944.7,755.8,91.0,79.29663476,2.198908429351122,4.583383869011522,5.72892662219527
439.0,177.0,0.0,186.0,11.1,884.9,707.9,91.0,73.29819356,2.360215053763441,3.8059139784946234,4.75752688172043
389.9,189.0,0.0,145.9,22.0,944.7,755.8,91.0,82.5992248,2.6723783413296776,5.1802604523646325,6.474982864976011
362.6,189.0,0.0,164.9,11.6,944.7,755.8,91.0,79.29663476,2.198908429351122,4.583383869011522,5.72892662219527
337.9,189.0,0.0,174.9,9.5,944.7,755.8,91.0,67.79617508,1.9319611206403657,4.321326472269868,5.4013722126929675
222.36,0.0,96.67,189.29,4.46,967.08,870.32,3.0,11.57630204,1.1747054783665276,4.597812879708385,5.108986211632945
222.36,0.0,96.67,189.29,4.46,967.08,870.32,14.0,24.44881896,1.1747054783665276,4.597812879708385,5.108986211632945
222.36,0.0,96.67,189.29,4.46,967.08,870.32,28.0,24.8900836,1.1747054783665276,4.597812879708385,5.108986211632945
222.36,0.0,96.67,189.29,4.46,967.08,870.32,56.0,29.44751996,1.1747054783665276,4.597812879708385,5.108986211632945
222.36,0.0,96.67,189.29,4.46,967.08,870.32,100.0,40.7135578,1.1747054783665276,4.597812879708385,5.108986211632945
233.81,0.0,94.58,197.89,4.567,947.04,852.16,3.0,10.38350856,1.1815149830714033,4.306230734246299,4.785689019152055
233.81,0.0,94.58,197.89,4.567,947.04,852.16,14.0,22.13907436,1.1815149830714033,4.306230734246299,4.785689019152055
233.81,0.0,94.58,197.89,4.567,947.04,852.16,28.0,22.83544512,1.1815149830714033,4.306230734246299,4.785689019152055
233.81,0.0,94.58,197.89,4.567,947.04,852.16,56.0,27.66177712,1.1815149830714033,4.306230734246299,4.785689019152055
233.81,0.0,94.58,197.89,4.567,947.04,852.16,100.0,34.55653712,1.1815149830714033,4.306230734246299,4.785689019152055
194.68,0.0,100.52,165.62,7.48,1006.4,905.9,3.0,12.45193656,1.175461900736626,5.469750030189591,6.076560801835527
194.68,0.0,100.52,165.62,7.48,1006.4,905.9,14.0,24.98661024,1.175461900736626,5.469750030189591,6.076560801835527
194.68,0.0,100.52,165.62,7.48,1006.4,905.9,28.0,25.72434956,1.175461900736626,5.469750030189591,6.076560801835527
194.68,0.0,100.52,165.62,7.48,1006.4,905.9,56.0,33.96358776,1.175461900736626,5.469750030189591,6.076560801835527
194.68,0.0,100.52,165.62,7.48,1006.4,905.9,100.0,37.34202016,1.175461900736626,5.469750030189591,6.076560801835527
190.68,0.0,125.4,162.14,7.77,1090.0,804.01,3.0,15.04436632,1.1760207228321204,4.9587393610460095,6.722585420007402
190.68,0.0,125.4,162.14,7.77,1090.0,804.01,14.0,21.0634918,1.1760207228321204,4.9587393610460095,6.722585420007402
190.68,0.0,125.4,162.14,7.77,1090.0,804.01,28.0,26.40003604,1.1760207228321204,4.9587393610460095,6.722585420007402
190.68,0.0,125.4,162.14,7.77,1090.0,804.01,56.0,35.34253976,1.1760207228321204,4.9587393610460095,6.722585420007402
190.68,0.0,125.4,162.14,7.77,1090.0,804.01,100.0,40.56876784,1.1760207228321204,4.9587393610460095,6.722585420007402
212.07,0.0,121.62,180.31,5.69,1057.6,779.32,3.0,12.47262084,1.1761410903444067,4.32211191836282,5.865453940435915
212.07,0.0,121.62,180.31,5.69,1057.6,779.32,14.0,20.91870184,1.1761410903444067,4.32211191836282,5.865453940435915
212.07,0.0,121.62,180.31,5.69,1057.6,779.32,28.0,24.90387312,1.1761410903444067,4.32211191836282,5.865453940435915
212.07,0.0,121.62,180.31,5.69,1057.6,779.32,56.0,34.20490436,1.1761410903444067,4.32211191836282,5.865453940435915
212.07,0.0,121.62,180.31,5.69,1057.6,779.32,100.0,39.6103962,1.1761410903444067,4.32211191836282,5.865453940435915
229.97,0.0,118.31,195.47,4.63,1029.4,758.59,3.0,10.0318758,1.1764976722770757,3.880851281526577,5.2662812707832405
229.97,0.0,118.31,195.47,4.63,1029.4,758.59,14.0,20.08443588,1.1764976722770757,3.880851281526577,5.2662812707832405
229.97,0.0,118.31,195.47,4.63,1029.4,758.59,28.0,24.48329276,1.1764976722770757,3.880851281526577,5.2662812707832405
229.97,0.0,118.31,195.47,4.63,1029.4,758.59,56.0,31.53663224,1.1764976722770757,3.880851281526577,5.2662812707832405
229.97,0.0,118.31,195.47,4.63,1029.4,758.59,100.0,35.34253976,1.1764976722770757,3.880851281526577,5.2662812707832405
190.34,0.0,125.18,161.85,9.88,1088.1,802.59,3.0,9.4458212,1.17602718566574,4.958850787766451,6.72289156626506
190.34,0.0,125.18,161.85,9.88,1088.1,802.59,14.0,22.7182342,1.17602718566574,4.958850787766451,6.72289156626506
190.34,0.0,125.18,161.85,9.88,1088.1,802.59,28.0,28.46846404,1.17602718566574,4.958850787766451,6.72289156626506
190.34,0.0,125.18,161.85,9.88,1088.1,802.59,56.0,38.56239268,1.17602718566574,4.958850787766451,6.72289156626506
190.34,0.0,125.18,161.85,9.88,1088.1,802.59,100.0,40.38950408,1.17602718566574,4.958850787766451,6.72289156626506
